ISO3,Year,mean_st
AUT,2012,1.81
AZE,2012,1.425
BHS,2012,0.496
BHR,2012,1.299
BGD,2012,0.485
BRB,2012,0.48
BLR,2012,1.546
BEL,2012,1.131
BLZ,2012,0.574
BEN,2012,0.64
BTN,2012,0.381
BOL,2012,1.152
BIH,2012,1.809
BWA,2012,0.816
BRA,2012,1.052
VGB,2012,0.5
BRN,2012,0.686
BGR,2012,1.692
BFA,2012,0.545
BDI,2012,
CPV,2012,0.513
KHM,2012,0.873
CMR,2012,0.549
CAN,2012,2.155
CYM,2012,0.422
CAF,2012,0.635
TCD,2012,0.629
CHL,2012,0.571
HKG,2012,0.592
MAC,2012,0.592
CHN,2012,0.646
COL,2012,0.494
COM,2012,0.581
COD,2012,0.616
COG,2012,0.606
COK,2012,0.301
CRI,2012,0.264
HRV,2012,1.872
CUB,2012,0.455
CYP,2012,1.008
CZE,2012,1.608
DNK,2012,1.15
DJI,2012,
DMA,2012,0.526
DOM,2012,0.713
ECU,2012,0.554
EGY,2012,0.952
SLV,2012,0.769
GNQ,2012,0.514
ERI,2012,1.437
EST,2012,1.449
SWZ,2012,0.341
ETH,2012,1.059
FLK,2012,
FRO,2012,0.359
FJI,2012,0.458
FIN,2012,1.559
FRA,2012,1.178
PYF,2012,0.579
GAB,2012,0.511
GMB,2012,1.095
GEO,2012,1.167
DEU,2012,1.35
GHA,2012,0.657
GIB,2012,0.992
GRC,2012,1.23
GRL,2012,1.612
GRD,2012,0.489
GLP,2012,0.504
GTM,2012,0.512
GUF,2012,1.162
GIN,2012,0.722
GNB,2012,1.179
GUY,2012,0.902
HTI,2012,0.742
VAT,2012,1.61
HND,2012,0.752
HUN,2012,1.755
ISL,2012,0.763
IND,2012,0.451
IDN,2012,0.443
IRN,2012,1.09
IRQ,2012,1.145
IRL,2012,0.727
IMN,2012,0.611
ISR,2012,0.926
ITA,2012,1.54
JAM,2012,0.603
JPN,2012,0.369
JOR,2012,0.922
KAZ,2012,1.15
KEN,2012,0.945
KIR,2012,0.734
PRK,2012,0.495
KOR,2012,0.45
KWT,2012,1.538
KGZ,2012,0.276
LAO,2012,0.92
LVA,2012,1.378
LBN,2012,0.977
LSO,2012,0.559
LBR,2012,0.894
LBY,2012,0.677
LIE,2012,1.635
LTU,2012,1.357
LUX,2012,1.26
MDG,2012,0.841
MWI,2012,0.865
MYS,2012,0.773
MDV,2012,0.526
MLI,2012,0.438
MLT,2012,1.289
MHL,2012,0.55
MTQ,2012,0.538
MRT,2012,0.829
MUS,2012,0.954
MYT,2012,0.782
MEX,2012,0.864
FSM,2012,0.415
MDA,2012,2.039
MCO,2012,1.351
MNG,2012,0.275
MNE,2012,1.695
MSR,2012,0.484
MAR,2012,1.445
MOZ,2012,0.647
MMR,2012,1.044
NAM,2012,-0.115
NRU,2012,
NPL,2012,0.526
NLD,2012,1.141
NCL,2012,0.484
NZL,2012,0.088
NIC,2012,0.628
NER,2012,0.845
NGA,2012,0.577
NIU,2012,
NFK,2012,0.431
MKD,2012,1.503
NOR,2012,1.075
OMN,2012,0.991
PAK,2012,0.276
PLW,2012,
PAN,2012,0.386
PNG,2012,0.313
PRY,2012,0.889
PER,2012,0.853
PHL,2012,0.828
PCN,2012,
POL,2012,1.379
PRT,2012,0.791
PRI,2012,0.685
QAT,2012,1.435
ROU,2012,1.83
RUS,2012,1.941
RWA,2012,
SHN,2012,1.279
SPM,2012,2.017
WSM,2012,0.647
SMR,2012,1.788
STP,2012,0.621
SAU,2012,1.162
SEN,2012,0.875
SRB,2012,1.719
SYC,2012,1.12
SLE,2012,0.83
SGP,2012,1.177
SVK,2012,1.587
SVN,2012,1.987
SLB,2012,0.038
SOM,2012,1.139
ZAF,2012,0.657
SSD,2012,1.318
ESP,2012,1.067
LKA,2012,0.881
KNA,2012,0.484
LCA,2012,0.516
VCT,2012,0.49
SDN,2012,1.144
SUR,2012,1.271
SWE,2012,1.334
CHE,2012,1.509
SYR,2012,1.01
TWN,2012,0.261
TJK,2012,-0.048
TZA,2012,0.945
THA,2012,0.934
TLS,2012,
TGO,2012,0.628
TKL,2012,
TON,2012,0.681
TTO,2012,0.508
TUN,2012,1.626
TUR,2012,0.94
TKM,2012,0.804
TCA,2012,
TUV,2012,0.514
UGA,2012,0.914
UKR,2012,1.956
ARE,2012,1.179
GBR,2012,0.571
USA,2012,1.451
VIR,2012,0.535
URY,2012,0.933
UZB,2012,0.668
VUT,2012,0.394
VEN,2012,0.331
VNM,2012,0.77
WLF,2012,0.634
PSE,2012,0.927
ESH,2012,1.4
WLD,2012,1.081
YEM,2012,
ZMB,2012,1.024
ZWE,2012,0.72
AFG,2013,1.325
ALB,2013,1.431
DZA,2013,1.211
ASM,2013,1.016
AND,2013,0.748
AGO,2013,0.97
AIA,2013,0.587
ATG,2013,0.556
ARG,2013,0.37
ARM,2013,1.367
ABW,2013,0.951
AUS,2013,1.436
AUT,2013,1.122
AZE,2013,1.514
BHS,2013,0.721
BHR,2013,1.418
BGD,2013,0.377
BRB,2013,0.76
BLR,2013,1.193
BEL,2013,0.465
BLZ,2013,0.714
BEN,2013,0.91
BTN,2013,0.691
BOL,2013,0.919
BIH,2013,1.371
BWA,2013,0.923
BRA,2013,0.963
VGB,2013,0.618
BRN,2013,0.885
BGR,2013,1.491
BFA,2013,0.903
BDI,2013,
CPV,2013,0.943
KHM,2013,1.014
CMR,2013,0.785
CAN,2013,1.187
CYM,2013,0.579
CAF,2013,0.889
TCD,2013,1.063
CHL,2013,0.346
HKG,2013,0.901
MAC,2013,0.901
CHN,2013,1.105
COL,2013,0.652
COM,2013,0.526
COD,2013,0.912
COG,2013,0.782
COK,2013,0.508
CRI,2013,0.712
HRV,2013,1.294
CUB,2013,0.701
CYP,2013,1.279
CZE,2013,0.806
DNK,2013,0.408
DJI,2013,1.293
DMA,2013,0.519
DOM,2013,0.973
ECU,2013,0.335
EGY,2013,1.069
SLV,2013,0.754
GNQ,2013,0.724
ERI,2013,1.172
EST,2013,1.155
SWZ,2013,0.273
ETH,2013,1.208
FLK,2013,
FRO,2013,0.594
FJI,2013,0.848
FIN,2013,1.439
FRA,2013,0.671
PYF,2013,0.392
GAB,2013,0.81
GMB,2013,1.202
GEO,2013,1.339
DEU,2013,0.584
GHA,2013,0.89
GIB,2013,0.913
GRC,2013,1.329
GRL,2013,1.363
GRD,2013,0.595
GLP,2013,0.558
GTM,2013,0.684
GUF,2013,1.404
GIN,2013,1.305
GNB,2013,1.458
GUY,2013,0.953
HTI,2013,0.971
VAT,2013,0.976
HND,2013,1.022
HUN,2013,1.185
ISL,2013,0.776
IND,2013,0.397
IDN,2013,0.782
IRN,2013,1.638
IRQ,2013,1.139
IRL,2013,0.611
IMN,2013,0.453
ISR,2013,1.014
ITA,2013,1.009
JAM,2013,0.87
JPN,2013,0.596
JOR,2013,0.893
KAZ,2013,1.618
KEN,2013,0.87
KIR,2013,0.934
PRK,2013,0.375
KOR,2013,0.566
KWT,2013,1.433
KGZ,2013,1.367
LAO,2013,1.085
LVA,2013,1.052
LBN,2013,1.183
LSO,2013,0.557
LBR,2013,1.008
LBY,2013,1.122
LIE,2013,0.952
LTU,2013,0.96
LUX,2013,0.57
MDG,2013,0.696
MWI,2013,0.788
MYS,2013,0.957
MDV,2013,0.592
MLI,2013,0.99
MLT,2013,1.222
MHL,2013,0.544
MTQ,2013,0.539
MRT,2013,1.459
MUS,2013,1.102
MYT,2013,0.678
MEX,2013,0.698
FSM,2013,0.425
MDA,2013,1.307
MCO,2013,0.678
MNG,2013,1.061
MNE,2013,1.487
MSR,2013,0.556
MAR,2013,1.362
MOZ,2013,0.42
MMR,2013,1.109
NAM,2013,0.728
NRU,2013,
NPL,2013,0.341
NLD,2013,0.421
NCL,2013,0.597
NZL,2013,0.94
NIC,2013,1.07
NER,2013,1.064
NGA,2013,0.964
NIU,2013,
NFK,2013,0.483
MKD,2013,1.478
NOR,2013,0.804
OMN,2013,0.724
PAK,2013,0.845
PLW,2013,0.843
PAN,2013,0.693
PNG,2013,0.798
PRY,2013,0.412
PER,2013,0.649
PHL,2013,0.904
PCN,2013,
POL,2013,0.65
PRT,2013,0.944
PRI,2013,0.651
QAT,2013,1.285
ROU,2013,1.384
RUS,2013,1.183
RWA,2013,
SHN,2013,1.252
SPM,2013,1.317
WSM,2013,0.931
SMR,2013,1.093
STP,2013,0.681
SAU,2013,1.151
SEN,2013,1.216
SRB,2013,1.443
SYC,2013,0.987
SLE,2013,1.473
SGP,2013,1.194
SVK,2013,0.966
SVN,2013,1.286
SLB,2013,0.582
SOM,2013,1.238
ZAF,2013,0.763
SSD,2013,1.375
ESP,2013,0.918
LKA,2013,0.872
KNA,2013,0.556
LCA,2013,0.595
VCT,2013,0.592
SDN,2013,1.252
SUR,2013,1.61
SWE,2013,0.874
CHE,2013,0.779
SYR,2013,1.344
TWN,2013,0.565
TJK,2013,1.244
TZA,2013,1.012
THA,2013,1.123
TLS,2013,0.468
TGO,2013,0.821
TKL,2013,
TON,2013,0.819
TTO,2013,0.65
TUN,2013,1.449
TUR,2013,1.34
TKM,2013,1.657
TCA,2013,
TUV,2013,0.585
UGA,2013,0.92
UKR,2013,1.519
ARE,2013,0.863
GBR,2013,0.367
USA,2013,0.618
VIR,2013,0.618
URY,2013,0.229
UZB,2013,1.514
VUT,2013,0.702
VEN,2013,0.736
VNM,2013,0.927
WLF,2013,0.712
PSE,2013,1.013
ESH,2013,1.523
WLD,2013,1.023
YEM,2013,
ZMB,2013,1.069
ZWE,2013,0.394
AFG,2014,0.536
ALB,2014,1.357
DZA,2014,1.715
ASM,2014,0.887
AND,2014,1.868
AGO,2014,0.776
AIA,2014,0.611
ATG,2014,0.487
ARG,2014,0.901
ARM,2014,1.244
ABW,2014,0.865
AUS,2014,1.141
AUT,2014,2.43
AZE,2014,1.176
BHS,2014,1.053
BHR,2014,1.814
BGD,2014,0.563
BRB,2014,0.405
BLR,2014,2.165
BEL,2014,2.409
BLZ,2014,0.715
BEN,2014,0.975
BTN,2014,0.758
BOL,2014,1.321
BIH,2014,1.902
BWA,2014,0.328
BRA,2014,1.169
VGB,2014,0.736
BRN,2014,0.869
BGR,2014,1.236
BFA,2014,0.931
BDI,2014,
CPV,2014,0.696
KHM,2014,0.56
CMR,2014,0.858
CAN,2014,0.297
CYM,2014,0.786
CAF,2014,0.704
TCD,2014,0.879
CHL,2014,0.408
HKG,2014,0.98
MAC,2014,0.98
CHN,2014,1.109
COL,2014,0.624
COM,2014,0.621
COD,2014,0.86
COG,2014,0.694
COK,2014,
CRI,2014,0.612
HRV,2014,2.076
CUB,2014,0.887
CYP,2014,1.103
CZE,2014,2.518
DNK,2014,2.688
DJI,2014,1.153
DMA,2014,0.475
DOM,2014,0.984
ECU,2014,0.962
EGY,2014,1.263
SLV,2014,0.718
GNQ,2014,0.892
ERI,2014,0.889
EST,2014,2.407
SWZ,2014,0.387
ETH,2014,1.149
FLK,2014,
FRO,2014,1.763
FJI,2014,0.696
FIN,2014,2.609
FRA,2014,1.999
PYF,2014,0.449
GAB,2014,0.791
GMB,2014,1.465
GEO,2014,1.229
DEU,2014,2.516
GHA,2014,0.919
GIB,2014,1.507
GRC,2014,1.073
GRL,2014,1.419
GRD,2014,0.51
GLP,2014,0.544
GTM,2014,0.602
GUF,2014,1.451
GIN,2014,1.181
GNB,2014,1.689
GUY,2014,1.297
HTI,2014,1.193
VAT,2014,1.459
HND,2014,0.778
HUN,2014,2.248
ISL,2014,1.706
IND,2014,0.492
IDN,2014,0.768
IRN,2014,1.063
IRQ,2014,1.075
IRL,2014,1.362
IMN,2014,1.507
ISR,2014,0.767
ITA,2014,1.642
JAM,2014,1.091
JPN,2014,0.53
JOR,2014,0.69
KAZ,2014,0.673
KEN,2014,0.956
KIR,2014,1.073
PRK,2014,1.55
KOR,2014,0.897
KWT,2014,1.505
KGZ,2014,0.505
LAO,2014,0.66
LVA,2014,2.294
LBN,2014,1.01
LSO,2014,0.635
LBR,2014,0.963
LBY,2014,1.202
LIE,2014,2.254
LTU,2014,2.23
LUX,2014,2.462
MDG,2014,0.821
MWI,2014,1.055
MYS,2014,0.976
MDV,2014,0.672
MLI,2014,0.852
MLT,2014,1.419
MHL,2014,0.607
MTQ,2014,0.474
MRT,2014,1.357
MUS,2014,1.051
MYT,2014,0.872
MEX,2014,0.797
FSM,2014,0.378
MDA,2014,1.399
MCO,2014,1.768
MNG,2014,1.913
MNE,2014,1.605
MSR,2014,0.487
MAR,2014,1.751
MOZ,2014,0.671
MMR,2014,1.009
NAM,2014,0.412
NRU,2014,
NPL,2014,0.453
NLD,2014,2.555
NCL,2014,0.605
NZL,2014,0.509
NIC,2014,0.803
NER,2014,1.248
NGA,2014,1.048
NIU,2014,
NFK,2014,0.325
MKD,2014,1.378
NOR,2014,2.43
OMN,2014,0.774
PAK,2014,0.453
PLW,2014,0.899
PAN,2014,0.636
PNG,2014,0.488
PRY,2014,1.186
PER,2014,0.863
PHL,2014,0.783
PCN,2014,
POL,2014,2.349
PRT,2014,1.351
PRI,2014,0.767
QAT,2014,1.664
ROU,2014,1.576
RUS,2014,1.772
RWA,2014,
SHN,2014,1.346
SPM,2014,0.401
WSM,2014,0.791
SMR,2014,1.692
STP,2014,0.868
SAU,2014,1.218
SEN,2014,1.179
SRB,2014,1.648
SYC,2014,1.161
SLE,2014,1.577
SGP,2014,1.194
SVK,2014,2.35
SVN,2014,2.493
SLB,2014,0.642
SOM,2014,1.275
ZAF,2014,0.906
SSD,2014,0.981
ESP,2014,1.616
LKA,2014,0.954
KNA,2014,0.487
LCA,2014,0.479
VCT,2014,0.51
SDN,2014,1.039
SUR,2014,1.666
SWE,2014,2.717
CHE,2014,2.15
SYR,2014,1.215
TWN,2014,0.678
TJK,2014,0.489
TZA,2014,1.028
THA,2014,0.709
TLS,2014,0.552
TGO,2014,0.935
TKL,2014,
TON,2014,0.742
TTO,2014,0.608
TUN,2014,1.838
TUR,2014,1.321
TKM,2014,0.727
TCA,2014,
TUV,2014,0.548
UGA,2014,0.911
UKR,2014,1.713
ARE,2014,1.008
GBR,2014,1.717
USA,2014,0.504
VIR,2014,0.74
URY,2014,1.249
UZB,2014,0.165
VUT,2014,0.59
VEN,2014,0.755
VNM,2014,0.539
WLF,2014,0.687
PSE,2014,0.754
ESH,2014,1.47
WLD,2014,1.059
YEM,2014,
ZMB,2014,0.935
ZWE,2014,0.507
AFG,2015,1.166
ALB,2015,1.703
DZA,2015,1.151
ASM,2015,0.726
AND,2015,1.564
AGO,2015,1.319
AIA,2015,0.87
ATG,2015,0.811
ARG,2015,0.892
ARM,2015,1.897
ABW,2015,1.051
AUS,2015,1.038
AUT,2015,2.184
AZE,2015,1.597
BHS,2015,1.397
BHR,2015,2.355
BGD,2015,0.796
BRB,2015,0.86
BLR,2015,2.244
BEL,2015,1.367
BLZ,2015,1.235
BEN,2015,1.192
BTN,2015,0.986
BOL,2015,1.772
BIH,2015,1.89
BWA,2015,2.024
BRA,2015,1.6
VGB,2015,0.929
BRN,2015,1.043
BGR,2015,1.495
BFA,2015,1.178
BDI,2015,
CPV,2015,0.683
KHM,2015,1.037
CMR,2015,1.139
CAN,2015,1.225
CYM,2015,1.027
CAF,2015,1.011
TCD,2015,1.328
CHL,2015,0.734
HKG,2015,1.455
MAC,2015,1.455
CHN,2015,1.343
COL,2015,1.093
COM,2015,0.837
COD,2015,0.966
COG,2015,1.02
COK,2015,
CRI,2015,0.972
HRV,2015,1.973
CUB,2015,1.142
CYP,2015,1.254
CZE,2015,2.132
DNK,2015,1.524
DJI,2015,1.638
DMA,2015,0.712
DOM,2015,1.192
ECU,2015,1.403
EGY,2015,1.219
SLV,2015,1.337
GNQ,2015,0.849
ERI,2015,1.777
EST,2015,2.355
SWZ,2015,0.781
ETH,2015,1.395
FLK,2015,
FRO,2015,0.81
FJI,2015,0.616
FIN,2015,2.629
FRA,2015,1.558
PYF,2015,0.51
GAB,2015,0.893
GMB,2015,1.516
GEO,2015,1.727
DEU,2015,1.673
GHA,2015,1.224
GIB,2015,1.442
GRC,2015,0.911
GRL,2015,0.184
GRD,2015,0.704
GLP,2015,0.803
GTM,2015,1.184
GUF,2015,1.654
GIN,2015,1.432
GNB,2015,1.722
GUY,2015,1.589
HTI,2015,1.256
VAT,2015,1.614
HND,2015,1.223
HUN,2015,2.103
ISL,2015,0.462
IND,2015,0.653
IDN,2015,0.789
IRN,2015,1.835
IRQ,2015,1.808
IRL,2015,0.437
IMN,2015,0.402
ISR,2015,1.237
ITA,2015,1.74
JAM,2015,1.15
JPN,2015,0.815
JOR,2015,1.345
KAZ,2015,1.61
KEN,2015,1.16
KIR,2015,1.028
PRK,2015,1.246
KOR,2015,0.847
KWT,2015,2.083
KGZ,2015,1.479
LAO,2015,1.314
LVA,2015,2.143
LBN,2015,1.413
LSO,2015,1.135
LBR,2015,1.33
LBY,2015,0.692
LIE,2015,2.073
LTU,2015,2.096
LUX,2015,1.516
MDG,2015,1.171
MWI,2015,0.991
MYS,2015,1.13
MDV,2015,0.806
MLI,2015,1.094
MLT,2015,1.429
MHL,2015,0.5
MTQ,2015,0.71
MRT,2015,1.357
MUS,2015,1.382
MYT,2015,1.098
MEX,2015,1.048
FSM,2015,0.36
MDA,2015,2.021
MCO,2015,1.863
MNG,2015,2.172
MNE,2015,1.785
MSR,2015,0.811
MAR,2015,1.256
MOZ,2015,0.967
MMR,2015,1.308
NAM,2015,1.089
NRU,2015,
NPL,2015,0.67
NLD,2015,1.282
NCL,2015,0.818
NZL,2015,0.542
NIC,2015,1.083
NER,2015,1.055
NGA,2015,1.228
NIU,2015,
NFK,2015,0.862
MKD,2015,1.548
NOR,2015,1.808
OMN,2015,1.446
PAK,2015,0.606
PLW,2015,1.148
PAN,2015,0.923
PNG,2015,0.411
PRY,2015,1.522
PER,2015,1.245
PHL,2015,1.056
PCN,2015,
POL,2015,1.999
PRT,2015,1.398
PRI,2015,1.022
QAT,2015,2.092
ROU,2015,1.854
RUS,2015,2.259
RWA,2015,
SHN,2015,1.935
SPM,2015,0.116
WSM,2015,0.63
SMR,2015,1.928
STP,2015,0.814
SAU,2015,1.856
SEN,2015,1.298
SRB,2015,1.782
SYC,2015,1.479
SLE,2015,1.615
SGP,2015,1.459
SVK,2015,2.135
SVN,2015,2.192
SLB,2015,0.422
SOM,2015,1.629
ZAF,2015,1.415
SSD,2015,1.198
ESP,2015,1.528
LKA,2015,0.948
KNA,2015,0.811
LCA,2015,0.725
VCT,2015,0.705
SDN,2015,1.582
SUR,2015,1.736
SWE,2015,2.088
CHE,2015,1.956
SYR,2015,1.36
TWN,2015,0.703
TJK,2015,1.246
TZA,2015,1.278
THA,2015,1.209
TLS,2015,0.627
TGO,2015,1.197
TKL,2015,
TON,2015,0.789
TTO,2015,0.75
TUN,2015,1.168
TUR,2015,0.811
TKM,2015,1.415
TCA,2015,
TUV,2015,0.7
UGA,2015,0.977
UKR,2015,2.085
ARE,2015,1.627
GBR,2015,0.61
USA,2015,1.534
VIR,2015,0.944
URY,2015,1.133
UZB,2015,1.386
VUT,2015,0.576
VEN,2015,1.022
VNM,2015,1.216
WLF,2015,0.7
PSE,2015,1.226
ESH,2015,1.513
WLD,2015,1.424
YEM,2015,
ZMB,2015,1.863
ZWE,2015,1.226
AFG,2016,1.581
ALB,2016,1.624
DZA,2016,1.776
ASM,2016,1.256
AND,2016,1.845
AGO,2016,1.733
AIA,2016,0.963
ATG,2016,0.889
ARG,2016,0.417
ARM,2016,1.317
ABW,2016,
AUS,2016,1.126
AUT,2016,2.115
AZE,2016,1.385
BHS,2016,1.349
BHR,2016,1.63
BGD,2016,1.395
BRB,2016,1.153
BLR,2016,2.194
BEL,2016,1.867
BLZ,2016,1.367
BEN,2016,1.139
BTN,2016,1.455
BOL,2016,1.015
BIH,2016,1.749
BWA,2016,1.821
BRA,2016,1.49
VGB,2016,1.037
BRN,2016,1.519
BGR,2016,1.955
BFA,2016,1.136
BDI,2016,
CPV,2016,1.334
KHM,2016,1.349
CMR,2016,1.206
CAN,2016,2.412
CYM,2016,0.964
CAF,2016,1.241
TCD,2016,0.921
CHL,2016,0.831
HKG,2016,1.055
MAC,2016,1.055
CHN,2016,1.379
COL,2016,0.941
COM,2016,0.812
COD,2016,1.454
COG,2016,1.481
COK,2016,
CRI,2016,0.937
HRV,2016,1.883
CUB,2016,1.203
CYP,2016,1.628
CZE,2016,2.089
DNK,2016,1.856
DJI,2016,1.401
DMA,2016,0.864
DOM,2016,1.11
ECU,2016,1.39
EGY,2016,1.38
SLV,2016,1.297
GNQ,2016,1.458
ERI,2016,1.054
EST,2016,1.89
SWZ,2016,0.867
ETH,2016,1.494
FLK,2016,
FRO,2016,0.8
FJI,2016,1.086
FIN,2016,2.167
FRA,2016,1.738
PYF,2016,0.946
GAB,2016,1.417
GMB,2016,1.917
GEO,2016,1.318
DEU,2016,1.985
GHA,2016,1.328
GIB,2016,1.799
GRC,2016,1.576
GRL,2016,2.346
GRD,2016,0.802
GLP,2016,0.916
GTM,2016,1.386
GUF,2016,2.074
GIN,2016,1.442
GNB,2016,2.038
GUY,2016,1.64
HTI,2016,1.189
VAT,2016,1.688
HND,2016,1.449
HUN,2016,1.929
ISL,2016,1.453
IND,2016,1.048
IDN,2016,1.455
IRN,2016,1.64
IRQ,2016,1.513
IRL,2016,1.047
IMN,2016,1.11
ISR,2016,1.527
ITA,2016,1.739
JAM,2016,1.291
JPN,2016,1.304
JOR,2016,1.573
KAZ,2016,2.246
KEN,2016,1.259
KIR,2016,1.296
PRK,2016,1.467
KOR,2016,1.539
KWT,2016,1.586
KGZ,2016,1.886
LAO,2016,1.324
LVA,2016,1.904
LBN,2016,1.695
LSO,2016,1.792
LBR,2016,1.523
LBY,2016,1.504
LIE,2016,2.057
LTU,2016,1.94
LUX,2016,1.864
MDG,2016,1.12
MWI,2016,1.31
MYS,2016,1.577
MDV,2016,0.846
MLI,2016,1.161
MLT,2016,1.682
MHL,2016,0.804
MTQ,2016,0.87
MRT,2016,1.591
MUS,2016,1.362
MYT,2016,1.003
MEX,2016,1.236
FSM,2016,0.747
MDA,2016,2.111
MCO,2016,1.734
MNG,2016,1.434
MNE,2016,1.56
MSR,2016,0.889
MAR,2016,1.948
MOZ,2016,1.189
MMR,2016,1.539
NAM,2016,1.487
NRU,2016,
NPL,2016,1.192
NLD,2016,1.924
NCL,2016,1.512
NZL,2016,1.182
NIC,2016,1.267
NER,2016,1.204
NGA,2016,1.214
NIU,2016,
NFK,2016,1.38
MKD,2016,1.722
NOR,2016,1.73
OMN,2016,1.137
PAK,2016,1.226
PLW,2016,1.206
PAN,2016,0.831
PNG,2016,1.373
PRY,2016,0.233
PER,2016,1.383
PHL,2016,1.495
PCN,2016,
POL,2016,2.038
PRT,2016,1.681
PRI,2016,1.11
QAT,2016,1.592
ROU,2016,1.938
RUS,2016,2.471
RWA,2016,
SHN,2016,1.671
SPM,2016,0.853
WSM,2016,1.16
SMR,2016,1.843
STP,2016,1.526
SAU,2016,1.508
SEN,2016,1.658
SRB,2016,1.74
SYC,2016,1.425
SLE,2016,1.531
SGP,2016,1.889
SVK,2016,1.962
SVN,2016,2.111
SLB,2016,0.664
SOM,2016,1.438
ZAF,2016,1.669
SSD,2016,1.312
ESP,2016,1.713
LKA,2016,1.328
KNA,2016,0.889
LCA,2016,0.884
VCT,2016,0.804
SDN,2016,1.281
SUR,2016,2.217
SWE,2016,1.855
CHE,2016,1.84
SYR,2016,1.857
TWN,2016,0.99
TJK,2016,1.768
TZA,2016,1.127
THA,2016,1.461
TLS,2016,1.556
TGO,2016,1.257
TKL,2016,
TON,2016,1.313
TTO,2016,0.841
TUN,2016,1.863
TUR,2016,1.575
TKM,2016,2.003
TCA,2016,
TUV,2016,0.825
UGA,2016,1.064
UKR,2016,2.128
ARE,2016,1.148
GBR,2016,1.165
USA,2016,2.229
VIR,2016,1.048
URY,2016,0.417
UZB,2016,2.262
VUT,2016,1.123
VEN,2016,0.988
VNM,2016,1.164
WLF,2016,1.279
PSE,2016,1.528
ESH,2016,1.8
WLD,2016,1.668
YEM,2016,
ZMB,2016,1.3
ZWE,2016,1.47
AFG,2017,1.626
ALB,2017,1.286
DZA,2017,1.537
ASM,2017,1.151
AND,2017,1.784
AGO,2017,0.952
AIA,2017,0.702
ATG,2017,0.665
ARG,2017,1.01
ARM,2017,0.884
ABW,2017,1.22
AUS,2017,1.111
AUT,2017,1.765
AZE,2017,1.236
BHS,2017,1.506
BHR,2017,2.091
BGD,2017,1.242
BRB,2017,0.792
BLR,2017,1.588
BEL,2017,1.707
BLZ,2017,1.273
BEN,2017,1.26
BTN,2017,1.443
BOL,2017,1.251
BIH,2017,1.498
BWA,2017,0.328
BRA,2017,1.348
VGB,2017,0.738
BRN,2017,1.067
BGR,2017,1.013
BFA,2017,1.283
BDI,2017,
CPV,2017,1.626
KHM,2017,0.998
CMR,2017,1.172
CAN,2017,1.503
CYM,2017,0.937
CAF,2017,1.225
TCD,2017,1.025
CHL,2017,0.671
HKG,2017,1.629
MAC,2017,1.629
CHN,2017,1.637
COL,2017,0.625
COM,2017,1.062
COD,2017,1.19
COG,2017,1.155
COK,2017,1.186
CRI,2017,0.731
HRV,2017,1.601
CUB,2017,1.339
CYP,2017,0.916
CZE,2017,1.609
DNK,2017,1.624
DJI,2017,1.676
DMA,2017,0.621
DOM,2017,0.851
ECU,2017,0.963
EGY,2017,0.626
SLV,2017,0.75
GNQ,2017,1.338
ERI,2017,1.409
EST,2017,1.475
SWZ,2017,0.383
ETH,2017,1.464
FLK,2017,
FRO,2017,1.486
FJI,2017,1.273
FIN,2017,1.504
FRA,2017,1.743
PYF,2017,0.679
GAB,2017,1.392
GMB,2017,2.033
GEO,2017,0.788
DEU,2017,1.651
GHA,2017,1.405
GIB,2017,2.089
GRC,2017,0.657
GRL,2017,1.184
GRD,2017,0.748
GLP,2017,0.666
GTM,2017,1.029
GUF,2017,1.798
GIN,2017,1.807
GNB,2017,2.171
GUY,2017,1.307
HTI,2017,0.985
VAT,2017,1.383
HND,2017,1.095
HUN,2017,1.383
ISL,2017,1.736
IND,2017,0.949
IDN,2017,0.968
IRN,2017,1.746
IRQ,2017,1.452
IRL,2017,1.281
IMN,2017,1.374
ISR,2017,0.647
ITA,2017,1.618
JAM,2017,1.074
JPN,2017,0.774
JOR,2017,0.871
KAZ,2017,1.76
KEN,2017,1.512
KIR,2017,1.107
PRK,2017,1.654
KOR,2017,1.362
KWT,2017,1.925
KGZ,2017,1.444
LAO,2017,1.071
LVA,2017,1.467
LBN,2017,1.107
LSO,2017,0.826
LBR,2017,1.538
LBY,2017,0.471
LIE,2017,1.829
LTU,2017,1.535
LUX,2017,1.639
MDG,2017,1.442
MWI,2017,1.22
MYS,2017,1.109
MDV,2017,0.707
MLI,2017,1.406
MLT,2017,1.142
MHL,2017,0.611
MTQ,2017,0.625
MRT,2017,1.911
MUS,2017,1.562
MYT,2017,1.239
MEX,2017,1.474
FSM,2017,0.764
MDA,2017,1.435
MCO,2017,1.921
MNG,2017,2.515
MNE,2017,1.364
MSR,2017,0.665
MAR,2017,2.232
MOZ,2017,0.915
MMR,2017,1.434
NAM,2017,0.844
NRU,2017,
NPL,2017,1.123
NLD,2017,1.723
NCL,2017,1.302
NZL,2017,0.606
NIC,2017,0.975
NER,2017,1.026
NGA,2017,1.19
NIU,2017,
NFK,2017,1.047
MKD,2017,1.156
NOR,2017,1.559
OMN,2017,1.592
PAK,2017,1.322
PLW,2017,1.069
PAN,2017,0.69
PNG,2017,0.997
PRY,2017,1.155
PER,2017,0.928
PHL,2017,1.199
PCN,2017,
POL,2017,1.461
PRT,2017,2.125
PRI,2017,0.834
QAT,2017,1.947
ROU,2017,1.219
